avgpathtokenlen,pathurlRatio,ArgUrlRatio,argDomanRatio,domainUrlRatio,pathDomainRatio,argPathRatio,CharacterContinuityRate,NumberRate_URL,NumberRate_FileName,NumberRate_AfterPath,Entropy_Domain,class
2.667,0.551,0.391,1.125,0.348,1.583,0.711,0.417,0,0,0,0.721,Defacement
5.333,0.727,0.026,0.143,0.182,4,0.036,0.5,0.351,0.704,-1,0.747,malware
2.667,0.63,0.511,1.741,0.294,2.148,0.81,0.889,0.044,0.07,0.085,0.751,Defacement
4.75,0.682,0.03,0.143,0.212,3.214,0.044,0.786,0.046,0.177,-1,0.925,malware
2.667,0.737,0.592,3.462,0.171,4.308,0.804,0.846,0.026,0.036,0.044,0.875,malware
4.546,0.741,0.025,0.143,0.173,4.286,0.033,0.786,0.049,0.125,-1,0.925,malware
4.625,0.667,0.03,0.133,0.227,2.933,0.046,0.8,0.046,0,-1,0.851,malware
3.5,0.486,0.057,0.182,0.314,1.546,0.118,0.727,0,0,-1,0.895,Defacement
1,0.691,0.618,3,0.206,3.357,0.894,0.571,0.059,0,0,0.761,malware
2,0.333,0.083,0.222,0.375,0.889,0.25,0.667,0.208,0.429,-1,1,Defacement
15.4,0.764,0.019,0.111,0.17,4.5,0.025,0.611,0.151,0.171,-1,0.883,malware
2.667,0.764,0.64,4.071,0.157,4.857,0.838,0.786,0.067,0.09,0.105,0.836,malware
2.333,0.719,0.547,3.182,0.172,4.182,0.761,0.727,0.031,0.056,0.057,0.947,malware
4,0.68,0.04,0.222,0.18,3.778,0.059,0.667,0.26,0.375,-1,1,Defacement
3.25,0.643,0.238,1.25,0.191,3.375,0.37,1,0.191,0.191,0.4,0.917,Defacement
3,0.727,0.53,3.182,0.167,4.364,0.729,0.727,0.03,0.056,0.057,0.947,malware
4.778,0.708,0.028,0.143,0.194,3.643,0.039,0.786,0.014,0.044,-1,0.925,malware
3,0.775,0.606,4.778,0.127,6.111,0.782,0.667,0.113,0.148,0.186,1,malware
5.727,0.777,0.021,0.143,0.149,5.214,0.027,0.571,0.128,0.179,-1,0.887,malware
5.833,0.615,0.031,0.111,0.277,2.222,0.05,0.889,0,0,-1,0.787,malware
6.571,0.703,0.027,0.133,0.203,3.467,0.039,0.6,0.351,0.8,-1,0.782,malware
4.455,0.769,0.026,0.182,0.141,5.455,0.033,0.727,0,0,-1,0.895,malware
3.1,0.708,0.139,0.714,0.194,3.643,0.196,0.571,0.125,0.167,0.4,0.723,malware
7,0.702,0.03,0.154,0.194,3.615,0.043,0.769,0.164,0.375,-1,0.958,malware
3,0.727,0.53,3.182,0.167,4.364,0.729,0.727,0.03,0.056,0.057,0.947,malware
4.556,0.636,0.026,0.095,0.273,2.333,0.041,0.714,0.013,0.091,-1,0.87,malware
4.75,0.634,0.028,0.105,0.268,2.368,0.044,0.474,0.042,0,-1,0.892,malware
2.75,0.914,0.853,14.857,0.057,15.929,0.933,0.357,0.123,0.138,0.144,0.836,Defacement
4.75,0.634,0.028,0.105,0.268,2.368,0.044,0.474,0.042,0,-1,0.892,malware
2.455,0.696,0.145,0.714,0.203,3.429,0.208,0.714,0.203,-1,0.4,0.784,malware
2.667,0.716,0.58,2.938,0.198,3.625,0.81,0.625,0.049,0.07,0.085,0.895,Defacement
6,0.658,0.356,1.444,0.247,2.667,0.542,0.444,0,0,0,0.82,malware
5,0.583,0.028,0.087,0.319,1.826,0.048,0.696,0,0,-1,0.813,malware
3.667,0.587,0.044,0.105,0.413,1.421,0.074,0.842,0,0,-1,0.802,malware
2.8,0.439,0.049,0.087,0.561,0.783,0.111,0.739,0.049,0,-1,0.792,malware
3,0.727,0.53,3.182,0.167,4.364,0.729,0.727,0.03,0.056,0.057,0.947,malware
5.364,0.796,0.023,0.182,0.125,6.364,0.029,0.727,0,0,-1,0.895,malware
2.667,0.89,0.847,10.286,0.082,10.81,0.952,0.524,0.126,0.142,0.148,0.832,Defacement
4.778,0.63,0.025,0.087,0.284,2.217,0.039,0.696,0,0,-1,0.813,malware
2.667,0.72,0.602,2.947,0.204,3.526,0.836,0.684,0.043,0.061,0.071,0.808,Defacement
3,0.367,0.067,0.167,0.4,0.917,0.182,0.5,0,0,-1,0.843,Defacement
4.5,0.457,0.044,0.111,0.391,1.167,0.095,0.611,0,0,-1,0.857,Defacement
3.375,0.672,0.149,0.667,0.224,3,0.222,0.733,0.299,0.381,0.4,0.77,malware
3.6,0.659,0.136,0.75,0.182,3.625,0.207,1,0.159,0.125,0.5,0.917,Defacement
23.333,0.74,0.126,0.652,0.193,3.826,0.171,0.391,0.37,0.55,0.067,0.858,malware
4.429,0.543,0.029,0.08,0.357,1.52,0.053,0.72,0,0,-1,0.774,malware
3,0.775,0.606,4.778,0.127,6.111,0.782,0.667,0.113,0.148,0.186,1,malware
6.167,0.618,0.029,0.105,0.279,2.211,0.048,0.632,0.059,0,-1,0.867,malware
2.667,0.764,0.64,4.071,0.157,4.857,0.838,0.786,0.067,0.09,0.105,0.836,malware
2.667,0.772,0.533,3.5,0.152,5.071,0.69,0.5,0.217,0.351,0.408,0.836,malware
4.5,0.457,0.044,0.111,0.391,1.167,0.095,0.611,0.044,-1,-1,0.857,Defacement
2.667,0.716,0.568,3,0.189,3.786,0.793,0.786,0.027,0.039,0.048,0.836,malware
4.273,0.704,0.025,0.118,0.21,3.353,0.035,0.824,0,0,-1,0.827,Defacement
1.333,0.556,0.426,1.353,0.315,1.765,0.767,0.412,0.13,0.207,0.261,0.885,malware
3.857,0.674,0.041,0.222,0.184,3.667,0.061,0.667,0.245,0.286,-1,1,Defacement
5.286,0.672,0.031,0.143,0.219,3.071,0.047,0.786,0.063,0.121,-1,0.925,malware
2.6,0.747,0.54,3.133,0.172,4.333,0.723,0.533,0.184,0.214,0.255,0.817,malware
2.667,0.742,0.618,3.438,0.18,4.125,0.833,0.625,0.045,0.062,0.073,0.82,Defacement
4.7,0.776,0.194,1.267,0.153,5.067,0.25,0.8,0.061,0.188,0.316,0.898,malware
5.833,0.863,0.021,0.333,0.063,13.667,0.024,0.667,0.095,0,-1,1,malware
3.333,0.595,0.286,1.2,0.238,2.5,0.48,0.7,0.095,0.167,0.333,0.94,Defacement
5.333,0.7,0.025,0.118,0.213,3.294,0.036,0.471,0.363,0.833,-1,0.885,malware
4,0.582,0.03,0.095,0.313,1.857,0.051,0.714,0,0,-1,0.87,malware
2.667,0.756,0.628,3.857,0.163,4.643,0.831,0.786,0.035,0.047,0.056,0.836,malware
2.667,0.876,0.804,10.25,0.078,11.167,0.918,0.75,0.039,0.045,0.049,0.843,Defacement
3.5,0.818,0.692,5.211,0.133,6.158,0.846,0.421,0.049,0.064,0.071,0.833,Defacement
4.6,0.697,0.273,1.385,0.197,3.539,0.391,0.539,0.046,0,0,0.86,malware
3.333,0.684,0.513,2.294,0.224,3.059,0.75,0.588,0.171,0.255,0.333,0.845,Defacement
2.667,0.764,0.64,4.071,0.157,4.857,0.838,0.786,0.067,0.09,0.105,0.836,malware
4.8,0.731,0.026,0.143,0.18,4.071,0.035,0.786,0.013,0.023,-1,0.925,malware
2.75,0.7,0.533,2.4,0.222,3.15,0.762,0.7,0.056,0.086,0.104,0.783,Defacement
1.75,0.417,0.188,0.429,0.438,0.952,0.45,0.286,0.063,0.188,0.333,0.802,Defacement
2.667,0.775,0.676,4.167,0.162,4.778,0.872,0.833,0.09,0.118,0.133,0.867,Defacement
4,0.654,0.039,0.182,0.212,3.091,0.059,0.727,0.115,0,-1,0.895,Defacement
12.667,0.794,0.02,0.143,0.137,5.786,0.025,0.5,0.422,0.586,-1,0.836,malware
1,0.691,0.618,3,0.206,3.357,0.894,0.571,0.059,0,0,0.723,malware
4.75,0.671,0.11,0.45,0.244,2.75,0.164,0.35,0.037,0.273,0.222,0.789,malware
7,0.702,0.03,0.154,0.194,3.615,0.043,0.769,0.164,0.375,-1,0.958,malware
2.5,0.738,0.475,2.714,0.175,4.214,0.644,0.5,0.25,0.444,0.526,0.836,malware
3.2,0.74,0.521,2.778,0.188,3.944,0.704,0.5,0.427,0.492,0.58,0.893,malware
4.6,0.697,0.273,1.385,0.197,3.539,0.391,0.539,0.046,0,0,0.86,malware
4.889,0.811,0.394,2.941,0.134,6.059,0.485,0.647,0.394,-1,0.58,0.799,malware
3,0.25,0.046,0.077,0.591,0.423,0.182,0.385,0,0,-1,0.847,Defacement
3.4,0.7,0.386,1.929,0.2,3.5,0.551,0.571,0.229,0.324,0.444,0.784,malware
3,0.613,0.463,1.542,0.3,2.042,0.755,0.5,0.038,0.063,0.054,0.816,Defacement
2.667,0.897,0.856,11.048,0.078,11.571,0.955,0.524,0.137,0.153,0.16,0.832,Defacement
3,0.613,0.463,1.542,0.3,2.042,0.755,0.5,0.038,0.063,0.054,0.816,Defacement
2.667,0.674,0.547,2.238,0.244,2.762,0.81,0.524,0.047,0.07,0.085,0.78,Defacement
2.667,0.809,0.741,5,0.148,5.458,0.916,0.583,0.049,0.062,0.067,0.823,Defacement
4.75,0.616,0.027,0.095,0.288,2.143,0.044,0.714,0.027,0.143,-1,0.87,malware
2.667,0.439,0.171,0.438,0.39,1.125,0.389,0.375,0.024,0.059,0.143,0.832,Defacement
2.333,0.667,0.458,2.444,0.188,3.556,0.688,0.667,0.333,0.452,0.636,1,Defacement
2.667,0.746,0.656,3.333,0.197,3.792,0.879,0.583,0.057,0.078,0.088,0.823,Defacement
3.4,0.784,0.103,0.714,0.144,5.429,0.132,0.714,0.134,-1,0.4,0.747,malware
4,0.722,0.389,1.944,0.2,3.611,0.539,0.611,0.022,0.031,0.057,0.883,Defacement
3.6,0.708,0.031,0.167,0.185,3.833,0.044,0.75,0.046,0.077,-1,0.843,malware
3.5,0.782,0.63,3.947,0.16,4.895,0.807,0.421,0.059,0.082,0.093,0.833,Defacement
2.667,0.769,0.667,4,0.167,4.611,0.868,0.667,0.046,0.061,0.069,0.857,Defacement
4.6,0.687,0.269,1.286,0.209,3.286,0.391,0.714,0.09,0,0,0.798,malware
7,0.702,0.03,0.154,0.194,3.615,0.043,0.769,0.164,0.375,-1,0.958,malware
3,0.552,0.134,0.391,0.343,1.609,0.243,0.87,0.045,0.13,0.333,0.82,malware
8,0.697,0.026,0.125,0.211,3.313,0.038,0.563,0.355,0.639,-1,0.938,malware
5.364,0.796,0.023,0.182,0.125,6.364,0.029,0.727,0.011,0.029,-1,0.895,malware
2.667,0.674,0.547,2.238,0.244,2.762,0.81,0.524,0.023,0.035,0.043,0.75,Defacement
2.667,0.756,0.622,3.923,0.159,4.769,0.823,0.308,0.122,0.164,0.196,0.818,Defacement
5,0.671,0.029,0.125,0.229,2.938,0.043,0.875,0,0,-1,0.832,malware
2,0.429,0.143,0.353,0.405,1.059,0.333,0.588,0.071,0.177,0.5,0.845,Defacement
2.667,0.678,0.552,2.286,0.241,2.81,0.814,0.667,0.058,0.086,0.104,0.797,Defacement
2.667,0.6,0.49,1.485,0.33,1.818,0.817,0.788,0.06,0.102,0.122,0.744,Defacement
2.667,0.625,0.51,1.69,0.302,2.069,0.817,0.897,0.063,0.102,0.122,0.745,Defacement
2.667,0.835,0.755,6.563,0.115,7.25,0.905,0.375,0.036,0.044,0.048,0.863,Defacement
2.667,0.816,0.75,5.25,0.143,5.708,0.92,0.583,0.048,0.059,0.064,0.823,Defacement
2.667,0.728,0.621,3.048,0.204,3.571,0.853,0.524,0.039,0.054,0.063,0.832,Defacement
2.667,0.722,0.626,2.88,0.217,3.32,0.868,0.6,0.078,0.11,0.125,0.815,Defacement
4.667,0.704,0.028,0.143,0.197,3.571,0.04,0.786,0.042,0.136,-1,0.925,malware
5.083,0.804,0.088,0.692,0.128,6.308,0.11,0.769,0.029,0.136,0.333,0.917,malware
4.6,0.697,0.273,1.385,0.197,3.539,0.391,0.539,0.046,0,0,0.86,malware
6.333,0.672,0.031,0.143,0.219,3.071,0.047,0.5,0.391,0.81,-1,0.775,malware
2,0.539,0.452,1.13,0.4,1.348,0.839,0.326,0.13,0.17,0.173,0.741,malware
2.667,0.659,0.524,2.048,0.256,2.571,0.796,0.714,0.012,0.019,0.023,0.87,malware
2.667,0.83,0.769,5.833,0.132,6.292,0.927,0.417,0.121,-1,-1,0.721,Defacement
5.125,0.676,0.028,0.125,0.225,3,0.042,0.875,0,0,-1,0.832,malware
9.167,0.732,0.024,0.133,0.183,4,0.033,0.533,0.317,0.44,-1,0.851,malware
4.6,0.687,0.269,1.286,0.209,3.286,0.391,0.714,0.09,0,0,0.784,malware
2.667,0.67,0.566,2.143,0.264,2.536,0.845,0.429,0.038,0.057,0.067,0.73,Defacement
4.636,0.718,0.024,0.118,0.2,3.588,0.033,0.529,0.329,0.514,-1,0.885,malware
10.5,0.643,0.029,0.111,0.257,2.5,0.044,0.667,0.271,0.594,-1,0.83,malware
4.4,0.791,0.03,0.143,0.209,3.786,0.038,0.5,0,0,-1,0.873,malware
6.25,0.431,0.031,0.067,0.462,0.933,0.071,0.9,0,0,-1,0.775,malware
5.556,0.683,0.099,0.4,0.248,2.76,0.145,0.72,0.04,0.154,0.4,0.774,malware
2.667,0.385,0.077,0.222,0.346,1.111,0.2,0.667,0,0,-1,0.93,Defacement
4.625,0.611,0.028,0.095,0.292,2.095,0.046,0.714,0,0,-1,0.87,malware
4.2,0.785,0.542,3.625,0.15,5.25,0.691,0.563,0.028,0.041,0.052,0.75,malware
5.167,0.753,0.021,0.118,0.175,4.294,0.027,0.412,0.031,0.054,-1,0.806,Defacement
4.727,0.869,0.014,0.167,0.083,10.5,0.016,0.75,0.124,-1,-1,0.954,malware
13.5,0.722,0.025,0.133,0.19,3.8,0.035,0.533,0.329,0.393,-1,0.851,malware
2.667,0.652,0.528,1.958,0.27,2.417,0.81,0.417,0.045,0.07,0.085,0.757,Defacement
1,0.777,0.723,4.857,0.149,5.214,0.932,0.714,0.075,0.015,0.015,0.798,malware
5.222,0.651,0.023,0.087,0.267,2.435,0.036,0.696,0,0,-1,0.813,malware
6.333,0.662,0.031,0.133,0.231,2.867,0.047,0.533,0.431,0.81,-1,0.885,malware
2.667,0.852,0.79,7.316,0.108,7.895,0.927,0.474,0.04,0.047,0.05,0.783,Defacement
4,0.452,0.048,0.125,0.381,1.188,0.105,0.375,0,0,-1,0.832,Defacement
5.125,0.676,0.028,0.125,0.225,3,0.042,0.875,0,0,-1,0.832,malware
3.333,0.385,0.031,0.061,0.508,0.758,0.08,0.333,0.031,0.167,-1,0.785,Defacement
3,0.525,0.125,0.417,0.3,1.75,0.238,1,0.25,0.143,0.4,0.684,Defacement
5.429,0.611,0.028,0.095,0.292,2.095,0.046,0.524,0.306,-1,-1,0.818,malware
3,0.727,0.53,3.182,0.167,4.364,0.729,0.727,0.03,0.056,0.057,0.947,malware
4.778,0.708,0.028,0.143,0.194,3.643,0.039,0.786,0.014,0.044,-1,0.925,malware
3.6,0.769,0.517,3.357,0.154,5,0.671,0.571,0.176,0.207,0.255,0.784,malware
2.667,0.726,0.618,3,0.206,3.524,0.851,0.524,0.029,0.041,0.048,0.832,Defacement
2.667,0.792,0.677,5,0.135,5.846,0.855,0.308,0.031,0.04,0.046,0.818,Defacement
4.143,0.761,0.352,2.214,0.159,4.786,0.463,0.714,0.068,0,0,0.747,malware
3.833,0.651,0.047,0.133,0.349,1.867,0.071,0.667,0,0,-1,0.761,malware
5.5,0.787,0.096,0.692,0.138,5.692,0.122,0.846,0.032,0.136,0.333,0.818,malware
6.333,0.672,0.031,0.143,0.219,3.071,0.047,0.714,0.484,0.81,-1,0.798,malware
3.625,0.681,0.145,0.667,0.217,3.133,0.213,0.533,0.246,0.364,0.4,0.817,malware
4.167,0.709,0.023,0.111,0.209,3.389,0.033,0.444,0.047,0.3,-1,0.793,malware
2.667,0.765,0.672,3.81,0.177,4.333,0.879,0.524,0.034,0.044,0.05,0.832,Defacement
4.6,0.687,0.269,1.286,0.209,3.286,0.391,0.714,0.09,0,0,0.784,malware
4.2,0.791,0.555,3.813,0.146,5.438,0.701,0.563,0.055,0.079,0.098,0.75,malware
4,0.612,0.313,1.105,0.284,2.158,0.512,0.632,0,0,0,0.867,malware
4.929,0.865,0.021,0.333,0.063,13.833,0.024,0.667,0.094,0,-1,1,malware
2.667,0.675,0.538,2.263,0.238,2.842,0.796,0.684,0.025,0.038,0.047,0.808,Defacement
2.667,0.735,0.641,3.125,0.205,3.583,0.872,0.417,0.06,-1,-1,0.721,Defacement
3.667,0.478,0.174,0.471,0.37,1.294,0.364,0.588,0.022,0.048,0.125,0.845,Defacement
3,0.649,0.368,1.615,0.228,2.846,0.568,0.462,0.14,0.222,0.381,0.751,Defacement
3.75,0.52,0.14,0.412,0.34,1.529,0.269,0.471,0.02,0.056,0.143,0.816,Defacement
2.667,0.37,0.074,0.2,0.37,1,0.2,0.7,0,0,-1,0.797,Defacement
6.25,0.431,0.031,0.067,0.462,0.933,0.071,0.9,0,0,-1,0.775,malware
6.833,0.719,0.031,0.182,0.172,4.182,0.044,1,0.281,0.375,-1,0.823,malware
3.636,0.704,0.028,0.143,0.197,3.571,0.04,0.786,0.028,0.046,-1,0.925,malware
4,0.688,0.031,0.154,0.203,3.385,0.046,0.462,0.172,0.273,-1,0.792,malware
3.4,0.784,0.103,0.714,0.144,5.429,0.132,0.714,0.134,-1,0.4,0.784,malware
3,0.344,0.063,0.143,0.438,0.786,0.182,0.571,0,0,-1,0.836,Defacement
3.467,0.778,0.101,0.667,0.152,5.133,0.13,0.733,0.152,-1,0.4,0.77,malware
2.667,0.626,0.506,1.704,0.297,2.111,0.807,0.889,0.033,0.054,0.065,0.751,Defacement
3.667,0.463,0.122,0.333,0.366,1.267,0.263,0.533,0.049,0.111,0.4,0.77,Defacement
4.125,0.578,0.028,0.087,0.324,1.783,0.049,0.696,0,0,-1,0.813,malware
3.2,0.731,0.462,2.571,0.18,4.071,0.632,0.571,0.051,0,0,0.723,malware
4.2,0.791,0.555,3.813,0.146,5.438,0.701,0.563,0.055,0.079,0.098,0.75,malware
10.5,0.643,0.029,0.111,0.257,2.5,0.044,0.667,0.229,0.5,-1,0.83,malware
9.143,0.68,0.019,0.077,0.252,2.692,0.029,0.346,0.194,0.625,-1,0.802,malware
4.333,0.883,0.79,10.385,0.076,11.615,0.894,0.769,0.152,0.173,0.193,0.86,malware
4.667,0.704,0.028,0.143,0.197,3.571,0.04,0.786,0.042,0.136,-1,0.925,malware
2.6,0.747,0.54,3.133,0.172,4.333,0.723,0.533,0.184,0.214,0.255,0.817,malware
5.429,0.6,0.027,0.087,0.307,1.957,0.044,0.696,0,0,-1,0.813,malware
5.1,0.824,0.027,0.333,0.081,10.167,0.033,0.667,0.122,0,-1,1,malware
3.375,0.672,0.149,0.667,0.224,3,0.222,0.733,0.299,0.381,0.4,0.77,malware
4.6,0.687,0.269,1.286,0.209,3.286,0.391,0.714,0.09,0,0,0.747,malware
6.333,0.662,0.031,0.133,0.231,2.867,0.047,0.533,0.431,0.81,-1,0.885,malware
2.5,0.697,0.539,2.4,0.225,3.1,0.774,0.65,0.056,0.086,0.104,0.821,Defacement
3,0.819,0.667,5.833,0.114,7.167,0.814,0.75,0.019,0.025,0.029,0.861,malware
2.667,0.711,0.598,2.762,0.217,3.286,0.841,0.524,0.031,0.044,0.052,0.832,Defacement
2.667,0.656,0.533,2,0.267,2.458,0.814,0.5,0.056,0.086,0.104,0.816,Defacement
4,0.794,0.032,0.333,0.095,8.333,0.04,0.667,0.143,0,-1,1,malware
5.125,0.632,0.026,0.095,0.276,2.286,0.042,0.714,0.013,0,-1,0.87,malware
3.083,0.716,0.03,0.167,0.179,4,0.042,0.75,0.239,-1,-1,0.843,malware
3.6,0.769,0.517,3.357,0.154,5,0.671,0.571,0.176,0.207,0.255,0.784,malware
3.8,0.59,0.051,0.222,0.231,2.556,0.087,0.667,0.18,0.444,-1,0.93,Defacement
3,0.613,0.463,1.542,0.3,2.042,0.755,0.5,0.038,0.063,0.054,0.816,Defacement
2.667,0.764,0.64,4.071,0.157,4.857,0.838,0.786,0.045,0.06,0.07,0.836,malware
3.1,0.563,0.028,0.087,0.324,1.739,0.05,0.565,0.042,0,-1,0.786,malware
2.5,0.667,0.516,2,0.258,2.583,0.774,0.708,0.065,0.086,0.104,0.78,Defacement
2.333,0.719,0.547,3.182,0.172,4.182,0.761,0.727,0.031,0.056,0.057,0.947,malware
4.75,0.634,0.028,0.105,0.268,2.368,0.044,0.474,0.042,0,-1,0.892,malware
3.75,0.753,0.519,3.231,0.161,4.692,0.689,0.769,0.21,0.283,0.333,0.86,malware
3,0.447,0.132,0.357,0.368,1.214,0.294,0.643,0.026,0.063,0.2,0.887,Defacement
2.667,0.737,0.592,3.462,0.171,4.308,0.804,0.846,0.026,0.036,0.044,0.875,malware
2.667,0.764,0.66,3.889,0.17,4.5,0.864,0.667,0.047,0.063,0.071,0.857,Defacement
4.1,0.652,0.098,0.36,0.272,2.4,0.15,0.72,0.033,-1,0.333,0.774,malware
3.714,0.583,0.125,0.391,0.319,1.826,0.214,0.696,0.042,0.158,0.333,0.813,malware
8.333,0.632,0.023,0.08,0.287,2.2,0.036,0.28,0.241,0.808,-1,0.821,malware
2.455,0.696,0.145,0.714,0.203,3.429,0.208,0.714,0.203,-1,0.4,0.747,malware
2.667,0.676,0.571,2.222,0.257,2.63,0.845,0.889,0.038,0.057,0.067,0.751,Defacement
3.667,0.612,0.03,0.105,0.284,2.158,0.049,0.474,0.045,0,-1,0.892,malware
1,0.768,0.716,4.533,0.158,4.867,0.932,0.533,0.053,0.015,0.015,0.817,malware
7,0.702,0.03,0.154,0.194,3.615,0.043,0.769,0.164,0.375,-1,0.958,malware
4.5,0.711,0.276,1.4,0.197,3.6,0.389,0.533,0.04,0,0,0.829,malware
3.5,0.667,0.03,0.133,0.227,2.933,0.046,0.8,0,0,-1,0.864,malware
3.5,0.785,0.636,4.053,0.157,5,0.811,0.421,0.066,0.092,0.104,0.833,Defacement
4.786,0.862,0.021,0.333,0.064,13.5,0.025,0.667,0.096,0,-1,1,malware
4.5,0.709,0.025,0.125,0.203,3.5,0.036,0.375,0.101,0,-1,0.832,Defacement
2.667,0.761,0.636,4,0.159,4.786,0.836,0.786,0.057,0.076,0.089,0.836,malware
2.9,0.594,0.031,0.105,0.297,2,0.053,0.579,0.063,0,-1,0.833,malware
1,0.691,0.618,3,0.206,3.357,0.894,0.714,0.088,0,0,0.784,malware
3.1,0.708,0.139,0.714,0.194,3.643,0.196,0.571,0.125,0.167,0.4,0.723,malware
2.667,0.737,0.592,3.462,0.171,4.308,0.804,0.846,0.026,0.036,0.044,0.875,malware
3.5,0.544,0.228,0.684,0.333,1.632,0.419,0.632,0.035,0.087,0.154,0.743,Defacement
2.667,0.637,0.517,1.808,0.286,2.231,0.81,0.615,0.044,0.07,0.085,0.802,Defacement
3,0.367,0.067,0.167,0.4,0.917,0.182,0.75,0,0,-1,0.843,Defacement
2.667,0.69,0.58,2.417,0.24,2.875,0.841,0.5,0.03,0.044,0.052,0.816,Defacement
2.667,0.761,0.683,3.593,0.19,4,0.898,0.889,0.042,0.056,0.062,0.751,Defacement
4.429,0.5,0.027,0.067,0.405,1.233,0.054,0.9,0,0,-1,0.775,malware
4.375,0.716,0.135,0.714,0.189,3.786,0.189,0.571,0.122,0.16,0.4,0.747,malware
5.625,0.675,0.026,0.111,0.234,2.889,0.039,0.611,0.091,0.286,-1,0.83,malware
2.667,0.691,0.56,2.474,0.226,3.053,0.81,0.526,0.048,0.07,0.085,0.758,Defacement
2.667,0.678,0.552,2.286,0.241,2.81,0.814,0.524,0.058,0.086,0.104,0.832,Defacement
3,0.727,0.53,3.182,0.167,4.364,0.729,0.727,0.03,0.056,0.057,0.947,malware
3.933,0.851,0.023,0.333,0.069,12.333,0.027,0.667,0.184,-1,-1,1,malware
1,0.777,0.723,4.857,0.149,5.214,0.932,0.714,0.075,0.015,0.015,0.798,malware
2.25,0.333,0.056,0.118,0.472,0.706,0.167,0.824,0,0,-1,0.827,Defacement
3,0.333,0.061,0.133,0.455,0.733,0.182,0.8,0,0,-1,0.932,Defacement
2.5,0.489,0.192,0.529,0.362,1.353,0.391,0.588,0.021,0.056,0.111,0.788,Defacement
2.667,0.772,0.533,3.5,0.152,5.071,0.69,0.5,0.217,0.351,0.408,0.836,malware
2.667,0.822,0.729,6.143,0.119,6.929,0.887,0.786,0.051,0.063,0.07,0.963,Defacement
4.556,0.702,0.107,0.5,0.214,3.278,0.153,0.611,0.036,0.107,0.333,0.83,malware
5.286,0.662,0.031,0.133,0.231,2.867,0.047,0.533,0.446,0.833,-1,0.864,malware
4.625,0.6,0.027,0.087,0.307,1.957,0.044,0.696,0,0,-1,0.813,malware
2.667,0.779,0.673,4.375,0.154,5.063,0.864,0.625,0.039,0.05,0.057,0.82,Defacement
2.667,0.805,0.712,5.25,0.136,5.938,0.884,0.813,0.034,0.043,0.048,0.863,Defacement
2.667,0.655,0.529,2,0.264,2.478,0.807,0.696,0.035,0.054,0.065,0.721,Defacement
4.286,0.588,0.206,0.606,0.34,1.727,0.351,0.333,0.031,0.061,0.05,0.785,Defacement
6.5,0.667,0.03,0.133,0.227,2.933,0.046,0.467,0.258,0.52,-1,0.898,malware
7.778,0.804,0.021,0.167,0.124,6.5,0.026,0.417,0.093,0.2,-1,0.843,malware
4.5,0.675,0.025,0.105,0.238,2.842,0.037,0.474,0.038,0.083,-1,0.734,Defacement
3.2,0.747,0.494,2.929,0.169,4.429,0.661,0.714,0.072,0,0,0.747,malware
2.667,0.761,0.641,3.933,0.163,4.667,0.843,0.6,0.054,0.073,0.085,0.782,Defacement
4.667,0.704,0.028,0.143,0.197,3.571,0.04,0.786,0.042,0.136,-1,0.925,malware
12.2,0.747,0.023,0.133,0.172,4.333,0.031,0.533,0.299,0.344,-1,0.851,malware
2.667,0.813,0.736,5.3,0.139,5.85,0.906,0.65,0.076,0.095,0.104,0.806,Defacement
2.667,0.793,0.703,4.722,0.149,5.333,0.885,0.333,0.05,0.063,0.071,0.857,Defacement
5.333,0.652,0.101,0.412,0.246,2.647,0.156,0.471,0.015,0.056,0.143,0.816,Defacement
3,0.344,0.063,0.143,0.438,0.786,0.182,0.357,0,0,-1,0.873,Defacement
2.667,0.609,0.489,1.552,0.315,1.931,0.804,0.793,0.022,0.036,0.044,0.743,Defacement
2.667,0.521,0.37,0.964,0.384,1.357,0.711,0.429,0.027,0.054,0.074,0.73,Defacement
7.125,0.736,0.023,0.125,0.184,4,0.031,0.875,0,0,-1,0.832,malware
4.625,0.611,0.028,0.095,0.292,2.095,0.046,0.714,0,0,-1,0.87,malware
1,0.682,0.606,2.857,0.212,3.214,0.889,0.571,0.076,0.024,0.025,0.761,malware
5.125,0.632,0.026,0.095,0.276,2.286,0.042,0.714,0,0,-1,0.87,malware
10.833,0.761,0.022,0.133,0.163,4.667,0.029,0.533,0.283,0.393,-1,0.851,malware
4.308,0.747,0.022,0.125,0.176,4.25,0.029,0.625,0.297,0.452,-1,0.906,malware
3.75,0.5,0.056,0.182,0.306,1.636,0.111,0.727,0,0,-1,0.895,Defacement
6.25,0.72,0.14,0.667,0.21,3.429,0.194,0.714,0.02,0.032,0,0.87,malware
2.667,0.692,0.523,2.615,0.2,3.462,0.756,0.846,0.031,0.046,0.059,0.875,malware
4.333,0.882,0.788,10.308,0.077,11.539,0.893,0.769,0.147,0.168,0.187,0.86,malware
6.25,0.431,0.031,0.067,0.462,0.933,0.071,0.9,0,0,-1,0.775,malware
2.667,0.658,0.519,2.05,0.253,2.6,0.789,0.7,0,0,0,0.746,Defacement
3.75,0.597,0.032,0.111,0.29,2.056,0.054,0.611,0.21,0,-1,0.82,malware
2.667,0.747,0.608,3.692,0.165,4.539,0.814,0.308,0.063,0.086,0.104,0.818,Defacement
